
> yaya-prototype@0.1.0 dev:web
> next dev

▲ Next.js 16.2.1 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://10.24.74.123:3000
- Environments: .env.local, .env
 GET / 200 in 148ms (next.js: 76ms, application-code: 72ms)
 GET / 200 in 169ms (next.js: 6ms, application-code: 163ms)
 GET / 200 in 152ms (next.js: 10ms, application-code: 142ms)
 GET / 200 in 171ms (next.js: 5ms, application-code: 166ms)
 GET / 200 in 173ms (next.js: 27ms, application-code: 146ms)
 GET / 200 in 174ms (next.js: 48ms, application-code: 126ms)
 GET / 200 in 174ms (next.js: 72ms, application-code: 102ms)
 GET / 200 in 199ms (next.js: 8ms, application-code: 191ms)
 GET / 200 in 155ms (next.js: 11ms, application-code: 144ms)
 GET / 200 in 148ms (next.js: 7ms, application-code: 141ms)
 GET / 200 in 149ms (next.js: 33ms, application-code: 116ms)
 GET / 200 in 149ms (next.js: 62ms, application-code: 87ms)
 GET / 200 in 149ms (next.js: 84ms, application-code: 65ms)
 GET / 200 in 168ms (next.js: 7ms, application-code: 161ms)
 GET / 200 in 141ms (next.js: 9ms, application-code: 131ms)
 GET / 200 in 139ms (next.js: 4ms, application-code: 134ms)
 GET / 200 in 141ms (next.js: 28ms, application-code: 113ms)
 GET / 200 in 141ms (next.js: 56ms, application-code: 85ms)
 GET / 200 in 142ms (next.js: 81ms, application-code: 62ms)
 GET / 200 in 174ms (next.js: 7ms, application-code: 167ms)
 GET / 200 in 149ms (next.js: 10ms, application-code: 139ms)
 GET / 200 in 147ms (next.js: 6ms, application-code: 141ms)
 GET / 200 in 148ms (next.js: 29ms, application-code: 119ms)
 GET / 200 in 149ms (next.js: 55ms, application-code: 94ms)
 GET / 200 in 149ms (next.js: 78ms, application-code: 71ms)
 GET / 200 in 211ms (next.js: 6ms, application-code: 204ms)
 GET / 200 in 257ms (next.js: 12ms, application-code: 245ms)
 GET / 200 in 248ms (next.js: 5ms, application-code: 243ms)
 GET / 200 in 249ms (next.js: 28ms, application-code: 221ms)
 GET / 200 in 249ms (next.js: 53ms, application-code: 196ms)
 GET / 200 in 250ms (next.js: 90ms, application-code: 160ms)
 GET / 200 in 35ms (next.js: 6ms, application-code: 28ms)
✓ Compiled in 143ms
 GET / 500 in 43ms (next.js: 22ms, application-code: 21ms)
 GET / 500 in 42ms (next.js: 16ms, application-code: 25ms)
 GET / 500 in 28ms (next.js: 11ms, application-code: 17ms)
 GET / 500 in 25ms (next.js: 10ms, application-code: 15ms)
 GET / 500 in 29ms (next.js: 13ms, application-code: 17ms)
 GET / 500 in 34ms (next.js: 14ms, application-code: 20ms)
 GET / 500 in 23ms (next.js: 12ms, application-code: 11ms)
 GET / 500 in 27ms (next.js: 11ms, application-code: 16ms)
 GET / 500 in 29ms (next.js: 17ms, application-code: 12ms)
 GET / 500 in 26ms (next.js: 9ms, application-code: 17ms)
 GET / 500 in 102ms (next.js: 10ms, application-code: 92ms)
 GET / 500 in 29ms (next.js: 13ms, application-code: 16ms)
✓ Compiled in 93ms
 GET / 200 in 892ms (next.js: 279ms, application-code: 612ms)
 GET / 200 in 294ms (next.js: 69ms, application-code: 225ms)
 GET /api/health 200 in 186ms (next.js: 155ms, application-code: 31ms)
 GET /api/health 200 in 78ms (next.js: 15ms, application-code: 63ms)
 GET /api/openclaw/discord 400 in 280ms (next.js: 266ms, application-code: 15ms)
 GET /api/openclaw/discord 400 in 9ms (next.js: 2ms, application-code: 7ms)
✓ Compiled in 36ms
 GET /api/openclaw/discord 400 in 12ms (next.js: 3ms, application-code: 10ms)
 GET /api/openclaw/discord 400 in 13ms (next.js: 3ms, application-code: 11ms)
 GET /api/openclaw/discord 200 in 13.0s (next.js: 4ms, application-code: 13.0s)
 GET / 200 in 78ms (next.js: 20ms, application-code: 59ms)
 GET /api/health 200 in 38ms (next.js: 4ms, application-code: 33ms)
 GET /api/agent/scan/discord 200 in 709ms (next.js: 71ms, application-code: 638ms)
 PUT /api/import 200 in 178ms (next.js: 62ms, application-code: 116ms)
 GET /api/openclaw/discord 200 in 11.8s (next.js: 15ms, application-code: 11.8s)
 POST /api/openclaw/discord 400 in 6.1s (next.js: 7ms, application-code: 6.0s)
 GET / 200 in 87ms (next.js: 10ms, application-code: 77ms)
 GET /api/health 200 in 40ms (next.js: 4ms, application-code: 36ms)
 GET /api/openclaw/discord 200 in 15.3s (next.js: 11ms, application-code: 15.3s)
